file,offset,size,kind
Cars/shaders_v16.fxobj,0x6f4ec,1720,0x1
Cars/shaders_v16.fxobj,0x6fbac,1720,0x1
Cars/shaders_v16.fxobj,0x70cbc,1936,0x1
Cars/shaders_v16.fxobj,0x71b7c,1452,0x1
Cars/shaders_v16.fxobj,0x7200,2784,0x1
Cars/shaders_v16.fxobj,0x7269c,2352,0x1
Cars/shaders_v16.fxobj,0x72fd4,2352,0x1
Cars/shaders_v16.fxobj,0x7390c,2068,0x1
Cars/shaders_v16.fxobj,0x74128,2068,0x1
Cars/shaders_v16.fxobj,0x7ce8,2784,0x1
Cars/shaders_v16.fxobj,0x87d0,2784,0x1
Cars/shaders_v16.fxobj,0x92b8,1944,0x1
Cars/shaders_v16.fxobj,0x9a58,2784,0x1
Cars/shaders_v16.fxobj,0xa540,2784,0x1
Cars/shaders_v16.fxobj,0xb028,2784,0x1
Cars/shaders_v16.fxobj,0xbb10,2784,0x1
Cars/shaders_v16.fxobj,0xc5f8,2784,0x1
Cars/shaders_v16.fxobj,0xd0e0,2352,0x1
Cars/shaders_v16.fxobj,0xda18,1096,0x1
Cars/shaders_v16.fxobj,0xde68,1684,0x1
Cars/shaders_v16.fxobj,0xe504,1944,0x1
Cars/shaders_v16.fxobj,0xeca4,1396,0x1
Cars/shaders_v16.fxobj,0xf740,1300,0x1
